nose_x,left_eye_inner_x,left_eye_x,left_eye_outer_x,right_eye_inner_x,right_eye_x,right_eye_outer_x,left_ear_x,right_ear_x,mouth_left_x,mouth_right_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_pinky_x,right_pinky_x,left_index_x,right_index_x,left_thumb_x,right_thumb_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,left_heel_x,right_heel_x,left_foot_index_x,right_foot_index_x,nose_y,left_eye_inner_y,left_eye_y,left_eye_outer_y,right_eye_inner_y,right_eye_y,right_eye_outer_y,left_ear_y,right_ear_y,mouth_left_y,mouth_right_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_pinky_y,right_pinky_y,left_index_y,right_index_y,left_thumb_y,right_thumb_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y,left_heel_y,right_heel_y,left_foot_index_y,right_foot_index_y,label
145.54372876882553,153.46812030673027,135.3381648659706,160.02531757950783,134.8669409751892,159.70358508825302,134.32451784610748,159.4072135090828,138.19951862096786,165.18952059745789,139.97898995876312,169.09071958065033,141.8804481625557,173.79307848215103,139.1297623515129,169.5927336215973,149.37222003936768,188.044992685318,153.54623347520828,150.28841105103493,157.1108490228653,156.9170512855053,165.64532965421677,144.4867125749588,201.42169296741486,201.01820415258408,96.22544199228287,161.5029757618904,125.53942501544952,232.02598017454147,52.73445546627045,210.8275294303894,61.801743507385254,223.8494537472725,37.928155437111855,219.77117800712585,43.0002897977829,223.99817526340485,37.852245569229126,221.2139087319374,42.15528331696987,224.61736035346985,43.308958411216736,219.00585436820984,49.24645721912384,223.0739513039589,286.9075834751129,114.25086110830307,314.9310350418091,149.18298715353012,287.5363737344742,54.84106385707855,420.1885610818863,166.19902074337006,331.74663484096527,125.26522672176361,340.27192890644073,137.54163014888763,330.84096014499664,135.93257546424866,330.11260628700256,140.57899877429008,362.0241343975067,124.44333609938622,354.144823551178,116.27986800670624,Supta_Baddha_Konasana
147.20486640930176,198.12370777130127,139.77014064788818,198.115553855896,139.4393491744995,197.8573751449585,139.0139865875244,197.6904559135437,139.61554527282715,201.1250138282776,139.12031650543213,203.0451536178589,138.60360145568848,205.03657579421997,136.89943313598633,207.80633211135864,137.5956630706787,214.71211910247803,152.64188289642334,200.81480026245117,152.0584201812744,204.58710193634033,173.06921482086182,223.93687963485718,177.2087001800537,239.07164096832275,223.04118633270264,224.7869896888733,227.44527339935303,227.4064564704895,241.21210098266602,190.18357515335083,242.4470615386963,182.3473620414734,250.58066368103027,178.62568974494934,251.85296058654785,170.03196716308594,248.89243125915527,175.07469177246094,243.79855155944824,168.22095036506653,240.27992248535156,179.73583459854126,240.38403511047363,172.16935515403748,262.3781204223633,238.19876432418823,259.94693756103516,258.43942165374756,293.2657241821289,216.75289392471313,312.43443489074707,272.32880115509033,305.36290168762207,250.7768440246582,312.34951972961426,265.63244104385376,302.4601936340332,256.8821310997009,304.72726821899414,266.45394802093506,323.8488578796387,254.91257429122925,333.5606575012207,258.1943964958191,Supta_Baddha_Konasana
521.3043251037598,1063.4569454193115,500.9376425743103,1057.4272317886353,503.5289912223816,1052.5151147842407,508.87757778167725,1040.0587301254272,492.47732877731323,1082.6826076507568,491.6068253517151,1093.2671766281128,490.3559546470642,1106.5819816589355,509.539165019989,1087.4673290252686,454.69327783584595,1160.4429845809937,549.154679775238,1065.4680423736572,543.9628286361694,1097.163475036621,753.862455368042,1131.4132823944092,625.6244931221008,1413.523057937622,1039.4411888122559,1116.753207206726,864.4244241714478,1652.7948989868164,1188.8247213363647,1069.4965829849243,1021.7664699554443,1904.3428783416748,1245.311502456665,1051.7101221084595,1028.2203540802002,1974.3809337615967,1239.7397089004517,1041.488699913025,1031.9531135559082,1962.1934185028076,1216.0228357315063,1059.4232120513916,1035.9255723953247,1930.429672241211,1253.6241188049316,1251.2745685577393,1229.1659002304077,1441.7085332870483,1445.8296375274658,906.8736381530762,1424.3798274993896,1461.3815803527832,1568.4725933074951,1340.0591678619385,1515.8841133117676,1234.4974641799927,1529.752841949463,1410.421251296997,1480.2534942626953,1236.6168012619019,1665.0067806243896,1453.0765161514282,1595.0161113739014,1071.6298828125,Supta_Baddha_Konasana
64.94174242019653,112.20142543315887,54.68130111694336,112.70133554935455,54.44053292274475,111.61054372787476,54.210494458675385,110.52491962909698,55.67705810070038,117.86464154720306,56.25192642211914,120.71049213409424,56.936360597610474,124.0731418132782,60.21135091781616,121.32986783981323,62.09924578666687,140.69914519786835,77.20883011817932,112.39138841629028,77.53924548625946,119.58496570587158,129.39531326293945,123.00409376621246,124.1830050945282,172.2513198852539,204.25531268119812,120.51050662994385,196.83884978294373,204.12758588790894,262.50685691833496,103.02536487579346,268.0508065223694,241.82206392288208,277.1580100059509,93.6947911977768,276.14235401153564,256.2681019306183,276.72465085983276,97.3362922668457,285.075101852417,243.20921301841736,272.1729636192322,103.60740423202515,281.8255376815796,235.5022430419922,232.0807909965515,146.30666971206665,233.03001642227173,179.80597615242004,291.9317436218262,92.4037367105484,293.41904878616333,164.61800336837769,350.3659653663635,152.65747904777527,358.31355810165405,173.2484757900238,354.7114634513855,165.77743291854858,363.19467067718506,182.78943300247192,374.51611280441284,147.92799353599548,382.9520606994629,152.44587063789368,Supta_Baddha_Konasana
380.9350848197937,778.2264518737793,339.1635060310364,826.0550832748413,331.4773678779602,826.8873500823975,323.51335287094116,827.8271055221558,374.88505840301514,837.4926519393921,393.4849977493286,846.5936803817749,413.8707160949707,857.9161405563354,358.786404132843,853.1554317474365,498.56053590774536,907.1320724487305,427.57487297058105,749.7958707809448,462.0037078857422,770.9208726882935,488.8888478279114,747.1195983886719,898.2515573501587,889.8501539230347,724.6455430984497,683.0230569839478,1389.0084743499756,1017.2865200042725,707.5933456420898,553.5720896720886,1824.0499019622803,1040.2910327911377,705.0913095474243,505.1393413543701,1965.4356479644775,1066.2288665771484,706.1797142028809,508.582706451416,1967.400884628296,1021.804690361023,709.825587272644,532.5040745735168,1926.4552116394043,1009.9188470840454,1254.4767379760742,764.0794563293457,1449.0955352783203,853.0598592758179,1284.016227722168,519.686541557312,1622.4579334259033,478.032021522522,1602.8437614440918,625.6257891654968,1808.6887836456299,611.7985033988953,1677.541208267212,702.6788854598999,1786.2676620483398,658.7935304641724,1772.8350162506104,579.63702917099,1958.4043979644775,556.2879204750061,Supta_Baddha_Konasana
1606.369400024414,171.87048196792603,1652.3426055908203,191.84903383255005,1655.786476135254,201.90435647964478,1659.8673248291016,213.34958910942078,1646.466293334961,181.23289346694946,1645.514144897461,183.09726476669312,1645.5120849609375,185.2536964416504,1653.493766784668,280.38079261779785,1639.7920989990234,244.7921061515808,1572.535400390625,199.9564290046692,1565.0384902954102,189.70180749893188,1540.9808349609375,457.0041275024414,1346.1016845703125,305.15642166137695,1381.7823028564453,701.2871074676514,1110.9218215942383,498.6066699028015,1162.5299835205078,870.8369421958923,961.3158416748047,632.948842048645,1102.3590087890625,950.9457492828369,906.6624069213867,685.864040851593,1077.5659561157227,931.0731554031372,922.3488807678223,678.4556722640991,1087.7699661254883,906.6949009895325,947.6079368591309,666.2607192993164,983.349723815918,712.8760528564453,911.3612937927246,587.2076296806335,648.3146095275879,639.6066212654114,541.9357681274414,373.02383065223694,515.6344413757324,702.9323530197144,563.7756729125977,746.624186038971,533.7796783447266,721.1761164665222,609.9107551574707,796.7856359481812,367.5361633300781,706.7740058898926,440.45230865478516,851.7316746711731,Supta_Baddha_Konasana
318.12140941619873,113.50731945037842,312.86327838897705,97.03907489776611,312.0863914489746,96.36295735836029,311.27190589904785,95.66497457027435,308.822226524353,101.00932270288467,308.2141399383545,101.17326766252518,308.0665349960327,101.12779647111893,300.4770517349243,85.89441448450089,288.4450435638428,92.44549876451492,310.5786085128784,122.33690118789673,308.3698034286499,122.28208708763123,266.90847873687744,113.05750101804733,247.77672290802002,139.27606564760208,244.69451904296875,144.83773410320282,216.85912609100342,191.09607446193695,256.67972564697266,162.2546924352646,259.9510192871094,264.2712641954422,257.8509330749512,155.6006052494049,269.1204309463501,285.85039961338043,263.5518789291382,156.8238868713379,282.22641944885254,272.33678781986237,261.75339221954346,161.5431215763092,277.82723903656006,262.4934116601944,171.53425216674805,176.00816476345062,158.59767198562622,194.88723504543304,207.3507785797119,177.75431180000305,204.36317920684814,216.6209192276001,227.36642360687256,234.57802557945251,240.76738357543945,257.0875619649887,223.88460636138916,249.75588297843933,237.1389389038086,268.366690993309,259.3745946884155,243.57974064350128,283.7399959564209,262.22287583351135,Supta_Baddha_Konasana
146.21822834014893,147.26581186056137,152.39442586898804,136.8088036775589,155.64415454864502,136.88348948955536,159.44241285324097,136.82512193918228,140.75626730918884,136.57198578119278,136.58506572246552,136.57163560390472,133.34750533103943,136.75368577241898,165.4393494129181,140.52559942007065,129.94049191474915,140.0075751543045,153.24304103851318,159.10096377134323,140.03474414348602,158.44523578882217,182.5701355934143,177.5043910741806,110.7166439294815,182.7506771683693,190.60792922973633,105.09757488965988,109.53751802444458,105.33863693475723,161.31269931793213,54.5327203720808,138.09768855571747,55.96113204956055,154.11484837532043,41.452698707580566,142.78918504714966,42.167956829071045,152.2207796573639,41.11770510673523,143.43711733818054,41.53158664703369,153.46782803535461,46.24853074550629,143.4314399957657,47.0225065946579,180.2482545375824,322.9160702228546,121.19218111038208,327.4149239063263,268.241947889328,394.57735896110535,28.70500087738037,394.73051249980927,171.71841859817505,370.92201471328735,128.13250422477722,367.2931134700775,161.93838715553284,362.2580963373184,136.90232634544373,358.24817419052124,154.14022207260132,410.56992769241333,134.8772406578064,398.32974672317505,Supta_Baddha_Konasana
183.0812430381775,25.5630441904068,192.59746074676514,27.325418055057526,193.71607518196106,28.81006944179535,194.8417181968689,30.233019649982452,191.8164098262787,25.408467054367065,192.3550386428833,25.66496241092682,193.00308966636658,25.911968648433685,199.13757014274597,40.038994669914246,197.25820779800415,35.236559987068176,179.3108093738556,34.10465908050537,178.394602060318,31.634514927864075,177.9775516986847,69.16547322273254,168.69139218330383,59.42051887512207,161.2930932044983,107.62758016586304,142.92623233795166,100.65938329696655,143.54299020767212,151.23161554336548,120.30784749984741,123.86072039604187,138.73189544677734,163.92365837097168,116.95112562179565,128.35105681419373,134.67528676986694,159.98058915138245,114.48188972473145,129.16758251190186,134.29936957359314,154.58970642089844,115.95512795448303,129.35243487358093,171.6956148147583,147.66542410850525,168.71316480636597,140.82435631752014,121.44690871238708,122.06204605102539,124.86496293544769,118.5632860660553,56.44467467069626,136.05354619026184,95.62013697624207,142.81009101867676,38.517295718193054,152.61781549453735,82.7112158536911,149.81854581832886,23.06154876947403,109.34058666229248,75.8492294549942,130.47028756141663,Supta_Baddha_Konasana
367.3783016204834,333.4661178588867,369.32773917913437,354.91406190395355,368.143495619297,354.3299369812012,366.9645071029663,354.2577266693115,378.1247279047966,356.9415662288666,382.2652891278267,358.23298013210297,386.3077485561371,359.24864435195923,376.894474029541,361.5520361661911,409.66639399528503,368.12431144714355,371.74774408340454,313.613277554512,381.6004687547684,316.94869804382324,364.95313346385956,342.375719666481,453.2413524389267,318.0974828004837,346.4974895119667,399.54620146751404,459.4069641828537,409.40900695323944,382.74912029504776,404.7653946876526,450.2561205625534,394.00433564186096,382.1036449074745,405.1748505830765,456.5113663673401,392.20066261291504,398.06844413280487,402.42352056503296,432.17317163944244,393.73533844947815,401.6861170530319,400.27974247932434,429.83034014701843,393.1989632844925,362.34594345092773,430.4872521162033,443.34342062473297,443.2877357006073,279.4149085879326,458.33721220493317,456.7793047428131,421.67990231513977,226.93278908729553,460.2361091375351,376.16411477327347,454.18897783756256,221.05248719453812,457.65579628944397,353.7978005409241,458.21387588977814,212.4050721526146,459.8000566959381,350.9150993824005,454.12696516513824,Supta_Baddha_Konasana
